total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry,avg_volume_lots,avg_turnover
83.0,41.0,20.0,10.1,12.0,"['千張大戶持股比例近2週變化 +0.18 個百分點', '股東人數近2週變化 -1.55%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 33,417 張（約當期成交量 15.7%）', '近26個交易日融資餘額變化 -11.81%（下降代表籌碼較乾淨）', '近120個交易日內量增創高417.00元（76日前），目前拉回17.4%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.6%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬6.8%, 型態=normal, 位置=upper, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2382,TWSE,344.5,55.063521191268784,52.98833477871056,2.608652485790164,0.0676989048846807,upper,buy_support,True,17.38609112709832,14.634146341463413,廣達,電子工業,15190.9,5128304583.0
75.5,44.0,18.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.17 個百分點', '股東人數近2週變化 -3.21%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計買超 5,290 張（約當期成交量 1.9%）', '近26個交易日融資餘額變化 -8.69%（下降代表籌碼較乾淨）', '近120個交易日內量增創高278.00元（48日前），目前拉回32.9%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約40.0%', '布林型態中性，無明顯訊號（帶寬7.6%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",5483,TPEx,186.5,26.008543194436243,24.485934975376367,-2.5940111420612824,0.07588022764891637,upper,neutral,True,32.913669064748206,39.950372208436725,中美晶,半導體業,12250.0,2221930843.0
72.5,30.5,20.0,10.1,12.0,"['千張大戶持股比例近2週變化 +0.44 個百分點', '股東人數近2週變化 -0.81%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 19,134 張（約當期成交量 0.7%）', '近26個交易日融資餘額變化 +4.30%（下降代表籌碼較乾淨）', '近120個交易日內量增創高70.90元（61日前），目前拉回28.9%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.1%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬10.1%, 型態=normal, 位置=upper, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3481,TWSE,50.4,26.463378100306876,25.07584417060644,-2.718352903329577,0.1014495791523787,upper,buy_support,True,28.91396332863188,17.147192716236727,群創,光電業,183953.0,8963563439.0
67.0,33.5,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +1.75 個百分點', '股東人數近2週變化 -2.14%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計賣超 6,135 張（約當期成交量 -0.6%）', '近26個交易日融資餘額變化 -0.31%（下降代表籌碼較乾淨）', '近120個交易日內量增創高189.50元（50日前），目前拉回39.3%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約22.9%', '布林型態中性，無明顯訊號（帶寬13.5%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6182,TPEx,115.0,27.11973173321287,25.39476460554833,-4.0040067892818385,0.1348118510725105,upper,neutral,True,39.31398416886543,22.901849217638684,合晶,半導體業,44720.9,4926484396.0
67.0,24.0,18.0,10.1,15.0,"['千張大戶持股比例近2週變化 +0.23 個百分點', '股東人數近2週變化 +2.28%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計賣超 5,764 張（約當期成交量 -4.6%）', '近26個交易日融資餘額變化 -28.90%（下降代表籌碼較乾淨）', '近120個交易日內量增創高469.00元（82日前），目前拉回17.4%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.4%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬18.6%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",3211,TPEx,387.5,43.72794018983969,41.98775530712423,2.5742836344384945,0.18602924912342175,middle,buy_breakout,True,17.3773987206823,17.400881057268723,順達,電腦及週邊設備業,5417.0,2069437938.0
66.5,41.0,12.0,6.0,7.5,"['千張大戶持股比例近2週變化 +1.90 個百分點', '股東人數近2週變化 -3.33%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 98,191 張（約當期成交量 5.2%）', '近26個交易日融資餘額變化 -4.06%（下降代表籌碼較乾淨）', '近120個交易日內量增創高88.70元（79日前），目前拉回18.0%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約21.1%', '布林型態中性，無明顯訊號（帶寬11.0%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6770,TWSE,72.7,63.55700605084078,58.54601156941554,5.616154768102072,0.10979806749105421,middle,neutral,True,18.038331454340472,21.13866967305524,力積電,半導體業,134048.2,9525704577.0
65.0,31.0,12.0,10.1,12.0,"['千張大戶持股比例近2週變化 +1.06 個百分點', '股東人數近2週變化 -3.83%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 1,639 張（約當期成交量 2.3%）', '近26個交易日融資餘額變化 +22.55%（下降代表籌碼較乾淨）', '近120個交易日內量增創高951.00元（72日前），目前拉回15.2%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約18.8%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬30.8%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3167,TWSE,806.0,71.60132231369171,72.43238224896497,8.536352720702926,0.30804812855819735,middle,buy_support,True,15.247108307045215,18.76379690949227,大量,電機機械,4997.6,4114300096.0
64.0,30.5,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.06 個百分點', '股東人數近2週變化 -0.59%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 9,532 張（約當期成交量 2.2%）', '近26個交易日融資餘額變化 +8.33%（下降代表籌碼較乾淨）', '近120個交易日內量增創高309.00元（76日前），目前拉回19.1%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.3%', '布林型態中性，無明顯訊號（帶寬5.4%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2317,TWSE,250.0,48.26162588593609,47.568138232833306,0.5800113990679571,0.05398331424452432,middle,neutral,True,19.093851132686083,17.319569743233867,鴻海,其他電子業,31132.4,7807759772.0
64.0,30.5,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.04 個百分點', '股東人數近2週變化 +0.78%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 3,232 張（約當期成交量 1.6%）', '近26個交易日融資餘額變化 -5.42%（下降代表籌碼較乾淨）', '近120個交易日內量增創高379.00元（79日前），目前拉回22.8%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.8%', '布林型態中性，無明顯訊號（帶寬8.7%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6239,TWSE,292.5,47.38015424028607,43.28041697995778,3.2565528196981814,0.08682243937111947,upper,neutral,True,22.823218997361476,14.776632302405499,力成,半導體業,14139.0,3965069721.0
62.0,41.0,12.0,6.0,3.0,"['千張大戶持股比例近2週變化 +1.60 個百分點', '股東人數近2週變化 -9.00%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計買超 30,404 張（約當期成交量 9.5%）', '近26個交易日融資餘額變化 -2.73%（下降代表籌碼較乾淨）', '近120個交易日內量增創高220.00元（61日前），目前拉回21.8%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約24.6%', '布林型態中性，無明顯訊號（帶寬18.1%, 型態=normal, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達10.2%，過度乖離 -> 葛蘭碧賣點③']",5347,TPEx,172.0,38.59776185391602,33.47318107495294,5.743122086172449,0.1805053484306156,upper,sell_overbought,True,21.818181818181817,24.560000000000002,世界,半導體業,13932.1,2206780954.0
